Id,SalePrice
1461,124099.046875
1462,152981.734375
1463,160577.78125
1464,176241.765625
1465,213777.609375
1466,176461.40625
1467,161868.828125
1468,167286.90625
1469,185983.265625
1470,118574.234375
1471,189480.390625
1472,107117.109375
1473,100912.7890625
1474,160078.484375
1475,160240.921875
1476,424114.875
1477,281175.0625
1478,326990.03125
1479,288883.78125
1480,475638.25
1481,335699.375
1482,219630.5625
1483,174360.1875
1484,183801.828125
1485,165438.171875
1486,198225.390625
1487,365996.09375
1488,263841.9375
1489,202904.59375
1490,178865.953125
1491,193059.09375
1492,107500.6171875
1493,175509.5625
1494,320645.65625
1495,293869.40625
1496,217711.296875
1497,193059.09375
1498,164303.765625
1499,164303.765625
1500,150876.40625
1501,174678.046875
1502,161272.34375
1503,301717.15625
1504,227177.734375
1505,217711.296875
1506,202220.625
1507,232357.96875
1508,201876.90625
1509,164980.109375
1510,150940.15625
1511,150940.15625
1512,170569.09375
1513,161481.390625
1514,152451.90625
1515,205014.59375
1516,162878.0625
1517,140226.953125
1518,173406.75
1519,207044.25
1520,141085.734375
1521,141921.671875
1522,174361.0
1523,121954.515625
1524,123050.8203125
1525,123050.8203125
1526,124937.3125
1527,88518.734375
1528,128934.9453125
1529,147761.25
1530,167778.4375
1531,115006.796875
1532,98310.46875
1533,160003.765625
1534,127303.0625
1535,142234.140625
1536,112671.0625
1537,78846.5
1538,186192.609375
1539,187730.03125
1540,115198.296875
1541,148801.65625
1542,137489.375
1543,229344.875
1544,81595.9453125
1545,110022.7421875
1546,113856.2109375
1547,129718.09375
1548,137355.3125
1549,102794.5625
1550,141607.796875
1551,126981.0390625
1552,142003.90625
1553,126513.734375
1554,117850.2890625
1555,163494.671875
1556,109311.4140625
1557,120610.265625
1558,102446.234375
1559,109137.4140625
1560,140899.09375
1561,156133.359375
1562,124099.046875
1563,121452.765625
1564,161845.265625
1565,149296.84375
1566,189411.828125
1567,86878.5390625
1568,205003.421875
1569,118054.4296875
1570,114658.1328125
1571,127963.7109375
1572,139810.875
1573,246279.796875
1574,152601.015625
1575,189734.453125
1576,192665.09375
1577,201776.5625
1578,132088.53125
1579,139098.25
1580,190686.53125
1581,134554.171875
1582,130162.9296875
1583,332752.75
1584,232231.96875
1585,145011.3125
1586,69273.6953125
1587,99664.046875
1588,141697.359375
1589,110785.265625
1590,137899.828125
1591,106286.828125
1592,124682.546875
1593,125814.484375
1594,150904.90625
1595,119093.234375
1596,251380.40625
1597,177285.265625
1598,182033.875
1599,199809.65625
1600,204958.796875
1601,68184.90625
1602,102961.078125
1603,93527.7578125
1604,250932.84375
1605,251552.953125
1606,160652.328125
1607,232119.3125
1608,220041.953125
1609,202904.59375
1610,154185.421875
1611,150666.5
1612,169226.875
1613,165127.171875
1614,124937.3125
1615,83589.1484375
1616,83589.1484375
1617,92846.171875
1618,124099.046875
1619,131474.03125
1620,217315.515625
1621,141394.921875
1622,138364.15625
1623,269647.5
1624,194305.984375
1625,131496.375
1626,170015.0
1627,176241.765625
1628,280060.6875
1629,179338.5
1630,350386.53125
1631,222851.15625
1632,250773.171875
1633,165438.171875
1634,175263.515625
1635,174678.046875
1636,162132.390625
1637,180443.859375
1638,227045.75
1639,187346.03125
1640,257270.578125
1641,177840.390625
1642,215491.640625
1643,231373.125
1644,227177.734375
1645,171879.09375
1646,151490.546875
1647,175428.78125
1648,147761.25
1649,134241.40625
1650,115927.953125
1651,115927.953125
1652,107117.109375
1653,107117.109375
1654,167840.296875
1655,170936.65625
1656,160834.859375
1657,168596.671875
1658,160834.859375
1659,160240.921875
1660,131563.796875
1661,487379.40625
1662,454437.15625
1663,374675.65625
1664,494507.90625
1665,368275.375
1666,279474.125
1667,344474.53125
1668,369323.625
1669,303594.21875
1670,360996.9375
1671,240145.375
1672,478708.71875
1673,335802.875
1674,263841.9375
1675,174360.1875
1676,174360.1875
1677,192956.546875
1678,436496.21875
1679,351812.0
1680,348716.6875
1681,286736.84375
1682,282098.9375
1683,189480.390625
1684,180425.703125
1685,176616.140625
1686,184413.453125
1687,165438.171875
1688,190363.71875
1689,191341.96875
1690,185878.71875
1691,171370.8125
1692,272593.3125
1693,165438.171875
1694,175871.09375
1695,172554.96875
1696,270884.8125
1697,172554.96875
1698,390483.0625
1699,310324.0625
1700,237345.25
1701,267479.75
1702,305006.0625
1703,289645.03125
1704,286426.125
1705,219630.5625
1706,486835.1875
1707,211137.171875
1708,207157.875
1709,304534.1875
1710,219630.5625
1711,247215.75
1712,283361.34375
1713,244266.96875
1714,217060.71875
1715,193059.09375
1716,183471.65625
1717,181920.03125
1718,146778.375
1719,205700.984375
1720,256947.359375
1721,181032.390625
1722,142192.84375
1723,152292.65625
1724,225862.71875
1725,236819.15625
1726,182557.171875
1727,169130.96875
1728,186249.390625
1729,150754.4375
1730,163748.703125
1731,131001.1953125
1732,127516.6484375
1733,121452.765625
1734,132776.96875
1735,124099.046875
1736,124099.046875
1737,317455.40625
1738,198979.640625
1739,314326.96875
1740,230007.203125
1741,183439.78125
1742,174678.046875
1743,178487.609375
1744,247540.921875
1745,254288.125
1746,239358.578125
1747,220748.828125
1748,209213.375
1749,158250.40625
1750,146313.96875
1751,230031.078125
1752,121452.765625
1753,181842.125
1754,235329.078125
1755,160144.765625
1756,118574.234375
1757,121452.765625
1758,144478.65625
1759,156243.5
1760,160003.765625
1761,159384.984375
1762,179364.171875
1763,174361.0
1764,123050.8203125
1765,193784.546875
1766,170421.0625
1767,184942.328125
1768,141085.734375
1769,182052.4375
1770,136081.5
1771,141921.671875
1772,152569.859375
1773,135918.4375
1774,189759.421875
1775,137777.84375
1776,116552.8984375
1777,108173.5390625
1778,131911.28125
1779,105712.5625
1780,172577.171875
1781,135190.1875
1782,93952.140625
1783,127545.453125
1784,82427.4296875
1785,116045.96875
1786,177728.828125
1787,151279.671875
1788,60027.1796875
1789,101893.7265625
1790,67842.46875
1791,226237.015625
1792,156962.171875
1793,144254.0
1794,138398.578125
1795,142183.625
1796,113997.453125
1797,130817.140625
1798,133797.796875
1799,111649.578125
1800,109075.296875
1801,123539.9375
1802,160316.171875
1803,178432.484375
1804,131757.53125
1805,138633.71875
1806,129280.1875
1807,153323.15625
1808,115037.3828125
1809,102159.7578125
1810,146603.328125
1811,99712.4453125
1812,111936.8828125
1813,123315.7734375
1814,99256.9921875
1815,71403.984375
1816,91791.9375
1817,126518.75
1818,142098.0625
1819,110992.6484375
1820,70550.125
1821,124492.0390625
1822,153321.625
1823,56059.27734375
1824,137892.609375
1825,115554.453125
1826,96589.84375
1827,108263.9609375
1828,136538.078125
1829,126315.8671875
1830,160813.140625
1831,182112.78125
1832,146706.453125
1833,164125.8125
1834,118020.421875
1835,163609.28125
1836,152166.015625
1837,90587.0546875
1838,124959.578125
1839,78392.8828125
1840,150304.0625
1841,141432.921875
1842,98101.3828125
1843,135272.03125
1844,116706.171875
1845,130900.609375
1846,151541.921875
1847,165647.828125
1848,57315.05078125
1849,116369.28125
1850,135272.03125
1851,145668.265625
1852,135342.21875
1853,135177.78125
1854,174165.203125
1855,137941.640625
1856,222359.09375
1857,124129.96875
1858,162977.8125
1859,133598.65625
1860,155242.65625
1861,133227.984375
1862,340478.46875
1863,340478.46875
1864,340478.46875
1865,349028.3125
1866,358578.96875
1867,260275.59375
1868,266242.21875
1869,188598.4375
1870,251088.4375
1871,258885.453125
1872,169225.0
1873,217680.21875
1874,134899.375
1875,193865.75
1876,186115.109375
1877,193459.6875
1878,217711.296875
1879,124855.421875
1880,130919.3046875
1881,224388.65625
1882,263434.46875
1883,198225.390625
1884,215491.640625
1885,225393.890625
1886,263945.25
1887,193459.6875
1888,261135.46875
1889,165664.71875
1890,127959.6015625
