Id,SalePrice
1461,122070.70578947749
1462,162389.922485421
1463,191266.35293987425
1464,200384.912660302
1465,204037.9447841762
1466,170117.6614815081
1467,179355.6964817732
1468,164524.46634519313
1469,200822.7868868162
1470,119625.45370333707
1471,191231.22530598188
1472,98331.4521781663
1473,94145.2994078543
1474,143534.7822787248
1475,101498.09632789931
1476,352470.19965701166
1477,267405.3575301069
1478,291312.2911676566
1479,286764.6898334325
1480,451882.3592309683
1481,326545.6023826904
1482,218748.8664067805
1483,178170.81512437525
1484,161398.7906568697
1485,195245.66275919284
1486,197255.05797524005
1487,326674.99623885594
1488,238615.01947118557
1489,193944.07060591952
1490,236947.32792758814
1491,187505.60319570074
1492,93538.66726790546
1493,162187.5976945233
1494,302335.91923951457
1495,290113.56416598
1496,222348.5376858342
1497,183541.9047080257
1498,172155.68948734502
1499,156796.3778332545
1500,157594.8768569897
1501,174656.48097395644
1502,144077.41154624213
1503,317068.2300470188
1504,247404.09126719992
1505,229000.13751499742
1506,188759.02026695802
1507,242007.19817379513
1508,207254.03540384432
1509,162427.3059042893
1510,151563.31953235864
1511,155996.2472632925
1512,166721.15210037443
1513,144355.91945132762
1514,157471.51741726586
1515,203573.20987321908
1516,159873.49136412557
1517,173091.92690382182
1518,132134.94244135005
1519,208509.45217653882
1520,128174.30978815065
1521,138008.80707337827
1522,187548.2259080545
1523,106542.71432420125
1524,120491.73825896207
1525,122588.89348167225
1526,113046.20951126341
1527,107584.17521640197
1528,137739.2462042439
1529,146581.76362436078
1530,189119.68559309054
1531,111045.95561484028
1532,101158.7183791532
1533,143834.14577830254
1534,128463.5125406297
1535,136626.07188087297
1536,101851.14023067092
1537,59889.253126276424
1538,146756.0466008558
1539,202782.98291422875
1540,91609.80124915295
1541,146960.35320091023
1542,145800.22817270758
1543,187772.4115436266
1544,89395.73323758252
1545,115759.43715865689
1546,140455.0312038744
1547,138152.72871523793
1548,141266.49977614408
1549,123381.46135894253
1550,138799.35373041945
1551,107719.64022768187
1552,129338.14401975063
1553,155768.1152732784
1554,113739.80357451004
1555,165415.44220071664
1556,92642.86944531943
1557,111450.84251845119
1558,98705.93477283811
1559,67865.08220799355
1560,137992.82867180026
1561,121926.87163070121
1562,122719.32050187944
1563,115737.1734350696
1564,159247.4132759559
1565,147993.722746566
1566,251717.552238963
1567,77408.35236705263
1568,255010.9357078558
1569,128125.71304557378
1570,126745.37587325752
1571,112322.65076451068
1572,144561.62320453447
1573,228783.84591726027
1574,118665.87425146608
1575,229184.19727726816
1576,252351.44342803152
1577,183708.0915410365
1578,161506.783331373
1579,158926.68337609814
1580,200479.6221018882
1581,159621.89794822497
1582,119720.40408975542
1583,317322.4917438419
1584,216446.72170488807
1585,134103.81146691987
1586,69472.91621638532
1587,96379.60070100705
1588,147657.69607917953
1589,94574.3812931279
1590,134113.60603682406
1591,88831.10575771939
1592,119730.35296026904
1593,131360.32759535496
1594,140991.51534076617
1595,111351.4936599969
1596,215217.04134887838
1597,196711.00001848146
1598,234466.93301525345
1599,161432.90997398325
1600,163102.81096330547
1601,65700.85707518568
1602,113830.68260781563
1603,71575.27652852444
1604,253348.51975345318
1605,247008.49196302926
1606,173525.30813264375
1607,181079.73689840047
1608,217432.70950840513
1609,186060.98759061965
1610,153688.03578364843
1611,137789.2673461282
1612,156871.42283841418
1613,160970.0411463094
1614,116720.10053262883
1615,90653.80881547046
1616,77505.79201635739
1617,93213.80799985121
1618,127656.72124770573
1619,133542.95963625642
1620,157446.07907964624
1621,139034.75035771495
1622,131984.91553491494
1623,263471.44734058756
1624,217828.40678126563
1625,123484.38169480796
1626,177103.8357143664
1627,193102.1110119822
1628,277556.524144641
1629,182402.22941488336
1630,344262.87018382974
1631,241117.14885860245
1632,260959.9104212444
1633,182789.04502428038
1634,188481.5411458336
1635,173931.95303497207
1636,145737.0563975849
1637,214721.28698458095
1638,176795.72832329228
1639,199021.62268616608
1640,257027.5610934452
1641,183728.3087640917
1642,237885.02540176891
1643,214641.9946404004
1644,236495.0734848642
1645,192740.79917029315
1646,155886.2365400997
1647,162087.7734201753
1648,129676.06339081671
1649,134960.87542664405
1650,109960.91518904464
1651,121593.9104274641
1652,99213.48333795849
1653,99927.5795698553
1654,141379.16217223238
1655,135486.0269484792
1656,137166.3921470579
1657,141233.1085443056
1658,142145.73980245995
1659,118788.38786051159
1660,154621.82656138163
1661,428993.61572059745
1662,379449.34234949586
1663,354929.00724770664
1664,470088.89341703366
1665,294985.19454643223
1666,315731.88535315933
1667,354074.57023993786
1668,328534.1804977725
1669,293485.2990568762
1670,333760.58886533615
1671,276792.5219156109
1672,411530.9896236167
1673,311185.08536302747
1674,254202.96008699326
1675,198661.27224533592
1676,199689.53069098244
1677,235802.84844039512
1678,468162.3063931201
1679,359446.7075926595
1680,324093.0395379962
1681,237482.226743007
1682,307020.11822667834
1683,193968.60032011516
1684,170510.60322513775
1685,165033.652637581
1686,169058.95059125833
1687,164646.871146579
1688,189444.07218727813
1689,189869.88994023995
1690,194001.56018562836
1691,190362.7810706247
1692,259024.19610185723
1693,167254.75296753485
1694,182149.9598980244
1695,164782.57636193314
1696,276480.21194626094
1697,171160.18775375225
1698,346496.69174064207
1699,301408.28612539615
1700,257282.96182562216
1701,277670.9093600467
1702,261694.11899796335
1703,251896.93782210373
1704,279707.12602011
1705,235678.88373253608
1706,387142.3350440299
1707,208283.52599633113
1708,201200.87975879977
1709,272072.58420161257
1710,222799.40714610188
1711,271786.4920612605
1712,259981.74628036006
1713,261094.03351753711
1714,211101.3943679539
1715,206865.1205396772
1716,182915.30099411693
1717,173785.13587560732
1718,140976.16125296487
1719,207523.9122441358
1720,234640.24702190328
1721,162554.1963640082
1722,125483.55919304285
1723,152666.17514387934
1724,211145.1895767668
1725,235238.0697923798
1726,179944.9097608942
1727,156342.53873607848
1728,174329.07666609465
1729,167209.4673828845
1730,155293.5097390883
1731,123057.19965784391
1732,122434.1726903189
1733,111421.4752856475
1734,122440.25397238866
1735,117368.50707013406
1736,106261.76620942031
1737,342881.51383580366
1738,255226.10643856457
1739,257723.2696827783
1740,225149.1438088178
1741,196655.33907010153
1742,170474.6381764695
1743,178158.3552840007
1744,311756.4078418944
1745,229704.69781480392
1746,184463.1612611579
1747,222573.8456865927
1748,210460.6817776512
1749,140761.01995687475
1750,126005.20747790413
1751,255363.1408405839
1752,114158.17729885234
1753,154340.99039584113
1754,186158.73930362271
1755,167881.96073231188
1756,125685.66129003617
1757,118284.44303749518
1758,139068.19864113626
1759,167000.35200552567
1760,168708.26617030238
1761,158024.01220398006
1762,178244.89282881975
1763,177566.2127963829
1764,112139.26669600447
1765,164219.39238388333
1766,198511.5221442041
1767,239065.66112472606
1768,138869.7352445553
1769,173778.22280880055
1770,160062.20482817193
1771,119801.78140011673
1772,130705.3086074004
1773,116049.63762339475
1774,159541.02654511898
1775,144321.95652901052
1776,126569.95771680468
1777,112672.34989401694
1778,140180.8809414576
1779,126850.24577903202
1780,182085.7538066792
