Id,SalePrice
1461,118823.15351722795
1462,156950.81539846255
1463,184191.35366630732
1464,194717.75856366826
1465,198206.3435541931
1466,170922.68822819905
1467,175464.0027894751
1468,160414.17347577974
1469,197392.95598034223
1470,119975.96832325292
1471,178437.7815583475
1472,97694.00899867769
1473,95340.1557635084
1474,144855.07867407586
1475,115423.9981735512
1476,372897.72412855923
1477,252035.331447987
1478,296347.23070313944
1479,288958.0761693833
1480,487218.361070586
1481,331409.9290399312
1482,209078.26568608655
1483,174804.2753566207
1484,160978.69297340594
1485,186996.90163602855
1486,193685.4298292681
1487,338092.4821324243
1488,235094.16495572682
1489,196901.6809428318
1490,233950.0614864747
1491,194313.9011439689
1492,88224.76656823224
1493,181102.10689941348
1494,300798.5140778138
1495,295091.1926235737
1496,234139.60994661393
1497,180857.4121753587
1498,166892.5969773016
1499,161979.0285297612
1500,153636.544179988
1501,173234.62790329437
1502,144657.73388770758
1503,303615.1748208004
1504,244293.96093900793
1505,229039.55694698254
1506,191541.38640449155
1507,246164.17439869468
1508,203345.0931175383
1509,161399.5472411078
1510,145062.22267012298
1511,151162.11773807512
1512,171496.1347339369
1513,146675.1294129279
1514,153409.16681221654
1515,195574.27448644783
1516,156503.20281151266
1517,171195.49340953736
1518,136040.33007033722
1519,213383.29777847775
1520,129809.44388535965
1521,134347.4762057033
1522,178597.8208522593
1523,110574.2502721286
1524,126993.38905566742
1525,121065.60404761943
1526,113552.8812580985
1527,106528.60644833918
1528,138507.61896441065
1529,152949.99180182617
1530,179080.7035667955
1531,103177.16092573619
1532,95599.79881999546
1533,144977.22154882515
1534,124744.67677541559
1535,145949.505129677
1536,106873.5296242009
1537,60857.61240110013
1538,150037.59864420505
1539,199868.25329783792
1540,94306.71081359716
1541,146064.6000384737
1542,144685.36182800593
1543,198487.6983353898
1544,82408.60753985216
1545,111052.28497935786
1546,133982.86739305628
1547,128708.50879924088
1548,136501.22499897805
1549,120132.57716148836
1550,136369.7447730852
1551,107748.11775707692
1552,134550.203937548
1553,150200.77660643077
1554,115092.61667898716
1555,167770.7112257424
1556,81600.319808066
1557,103749.94698701512
1558,100627.05251272151
1559,80291.31154167294
